transactionID,sellerID,buyerID,rating,comment,created_at
102221,5089010,8103837,3,Fair,2023-10-22
102221,5089010,8103837,2,Bad,2023-10-22
102245,3064016,2393367,5,Excellent,2023-10-22
102291,3494619,1697129,1,Nightmare,2023-10-22
102296,2890020,7964104,3,Fair,2023-10-22
102317,1355277,6384254,3,Fair,2023-10-22
102357,8306798,1142687,5,Excellent,2023-10-22
102383,3054948,8773475,5,Excellent,2023-10-22
102386,8851503,9616101,4,Good,2023-10-22
102403,5726857,6643999,3,Fair,2023-10-22
102458,5827354,1543898,2,Bad,2023-10-22
102473,4417165,2996272,2,Bad,2023-10-22
102523,7005624,6628092,2,Bad,2023-10-22
102529,7837867,9692130,4,Good,2023-10-22
102536,1638667,4620286,2,Bad,2023-10-22
102573,4293388,4686316,1,Nightmare,2023-10-22
102576,7476201,3695912,3,Fair,2023-10-23
102615,2270217,3311065,5,Excellent,2023-10-23
102616,9872316,3089718,1,Nightmare,2023-10-23
102618,6064446,7766259,4,Good,2023-10-23
102625,3438965,8941932,2,Bad,2023-10-23
102655,8579709,6954265,1,Nightmare,2023-10-23
102659,6208928,5191510,1,Nightmare,2023-10-23
102659,6208928,5191510,5,Excellent,2023-10-23
102672,4235040,6930561,5,Excellent,2023-10-23
102728,1284347,2082137,4,Good,2023-10-23
102734,4199483,8317217,4,Good,2023-10-23
102770,7536393,1986191,5,Excellent,2023-10-23
102772,3853250,3724620,1,Nightmare,2023-10-23
102815,2187943,1544706,1,Nightmare,2023-10-23
102821,4527352,5712214,5,Excellent,2023-10-23
102836,7418073,9007941,5,Excellent,2023-10-23
102836,7418073,9007941,2,Bad,2023-10-23
102865,2838965,9186156,5,Excellent,2023-10-23
102865,2838965,9186156,3,Excellent,2023-10-23
102913,3523800,5615945,2,Bad,2023-10-23
102943,4127003,3306324,4,Nightmare,2023-10-23
102970,2939954,9496493,3,Fair,2023-10-23
102980,2562598,5244148,5,Excellent,2023-10-23
103033,2274105,1299842,3,Fair,2023-10-23
103033,2274105,1299842,2,Bad,2023-10-23
103071,2565447,3777080,2,Bad,2023-10-23
103080,6773868,4506976,1,Nightmare,2023-10-23
103132,8104260,6005382,5,Excellent,2023-10-23
103209,4097425,5625587,1,Nightmare,2023-10-23
103209,4097425,5625587,1,Excellent,2023-10-23
103209,4097425,5625587,5,Excellent,2023-10-23
103240,6415732,8412761,1,Nightmare,2023-10-23
103246,7463929,9095058,4,Good,2023-10-23
103255,4231648,4569511,1,Nightmare,2023-10-23
103255,4231648,4569511,3,Fair,2023-10-23
103288,7273158,3323566,3,Good,2023-10-23
103288,7273158,3323566,1,Nightmare,2023-10-23
103288,7273158,3323566,1,Nightmare,2023-10-23
103296,4945951,3126915,1,Nightmare,2023-10-23
103316,3894565,7020619,1,Nightmare,2023-10-23
103350,7864479,9685875,3,Fair,2023-10-23
103421,4441518,8501732,2,Bad,2023-10-23
103425,6173317,7522948,4,Good,2023-10-23
103430,5030902,6050599,4,Good,2023-10-23
103488,1564614,5130287,3,Fair,2023-10-23
103499,5934361,6117213,1,Nightmare,2023-10-23
103551,2098994,2605888,5,Excellent,2023-10-23
103593,3602842,1005667,3,Fair,2023-10-23
103611,4701068,7391033,1,Nightmare,2023-10-23
103623,7057694,6429226,4,Good,2023-10-23
103625,7050225,3447680,1,Nightmare,2023-10-23
103625,7050225,3447680,3,Fair,2023-10-23
103628,8288480,2290986,3,Fair,2023-10-23
103631,3286894,6873283,5,Excellent,2023-10-23
103647,1895895,1072922,1,Nightmare,2023-10-23
103657,8047345,1142687,3,Fair,2023-10-23
103660,5483900,6316412,3,Fair,2023-10-23
103662,4854932,4398047,2,Bad,2023-10-23
103662,4854932,4398047,3,Fair,2023-10-23
103689,7855996,4501364,4,Good,2023-10-23
103719,7064770,5931177,4,Good,2023-10-23
103725,2501807,3584232,5,Excellent,2023-10-23
103735,4114717,9930653,1,Nightmare,2023-10-23
103735,4114717,9930653,1,Nightmare,2023-10-23
103742,8604948,7134008,1,Nightmare,2023-10-23
103754,7695644,6092937,1,Nightmare,2023-10-23
103756,5357545,8793932,2,Bad,2023-10-23
103756,5357545,8793932,4,Good,2023-10-23
103798,6595531,3894565,2,Bad,2023-10-23
103798,6595531,3894565,3,Fair,2023-10-23
103819,6378174,5806854,4,Good,2023-10-23
103821,3363983,9837551,3,Fair,2023-10-23
103823,8337299,6056510,3,Fair,2023-10-23
103867,5369277,4833647,5,Excellent,2023-10-23
103867,5369277,4833647,5,Excellent,2023-10-23
103879,4811130,4922062,3,Fair,2023-10-23
103896,5223867,4411046,4,Good,2023-10-23
103896,5223867,4411046,5,Excellent,2023-10-23
103911,7685460,6255620,4,Good,2023-10-23
103938,5414696,1795320,4,Good,2023-10-23
103938,5414696,1795320,3,Fair,2023-10-23
103954,4830904,9604537,5,Excellent,2023-10-23
103955,2185541,6980450,5,Excellent,2023-10-23
104022,3453898,6805905,4,Good,2023-10-23
104072,5337197,9718638,2,Bad,2023-10-23
104094,1637837,5469009,2,Bad,2023-10-23
104153,2121255,7780596,1,Nightmare,2023-10-23
104176,1883615,5838366,1,Nightmare,2023-10-23
104178,5167005,8851628,4,Good,2023-10-23
104180,6656176,7232206,2,Bad,2023-10-23
104181,7678273,5205467,3,Fair,2023-10-23
104196,9752355,4684898,3,Fair,2023-10-23
104197,4982916,5134280,5,Excellent,2023-10-23
104200,2188000,5572782,4,Good,2023-10-23
104230,4370436,4099408,5,Excellent,2023-10-23
104230,4370436,4099408,3,Fair,2023-10-23
104318,4664068,8167386,5,Fair,2023-10-23
104318,4664068,8167386,3,Fair,2023-10-23
104326,5504042,7857735,2,Bad,2023-10-23
104349,9882762,5353142,3,Fair,2023-10-23
104353,9585736,8130967,4,Good,2023-10-23
104394,1789232,9768818,1,Nightmare,2023-10-23
104394,1789232,9768818,4,Good,2023-10-23
104394,1789232,9768818,1,Nightmare,2023-10-23
104400,3918021,6437206,4,Good,2023-10-23
104435,9442229,1659805,5,Excellent,2023-10-23
104446,7624862,8467976,5,Excellent,2023-10-23
104507,2111164,2888200,3,Fair,2023-10-23
104564,5328499,7443091,3,Fair,2023-10-23
104583,5994603,9898747,3,Fair,2023-10-23
104653,6900761,3876767,3,Fair,2023-10-23
104678,8940718,9167139,1,Nightmare,2023-10-23
104683,7872930,6505725,1,Nightmare,2023-10-23
104713,1719022,2531415,2,Bad,2023-10-23
104731,1908008,9639324,5,Bad,2023-10-23
104748,4818313,2938794,1,Nightmare,2023-10-24
104770,4647354,5369454,4,Good,2023-10-24
104772,7525392,7710063,2,Bad,2023-10-24
104809,8431979,3142829,1,Nightmare,2023-10-24
104900,4838702,1693263,1,Nightmare,2023-10-24
104944,6125950,4442562,1,Nightmare,2023-10-24
104944,6125950,4442562,1,Nightmare,2023-10-24
104962,4054231,5357886,2,Bad,2023-10-24
104996,5044249,8246927,5,Excellent,2023-10-24
105031,4112139,6380311,1,Nightmare,2023-10-24
105060,2222526,4936426,5,Excellent,2023-10-24
105066,6225325,6082364,5,Excellent,2023-10-24
105073,6444011,2742310,2,Bad,2023-10-24
105084,2650884,5744549,2,Bad,2023-10-24
105090,4154216,8673059,5,Excellent,2023-10-24
105119,6454853,7003556,1,Nightmare,2023-10-24
105148,6281657,5993811,4,Good,2023-10-24
105224,5279334,7788033,2,Bad,2023-10-24
105231,8475159,7002233,1,Nightmare,2023-10-24
105258,9238576,8965260,4,Good,2023-10-24
105292,6876363,3589913,3,Fair,2023-10-24
105351,1773399,1970401,1,Nightmare,2023-10-24
105386,9442244,9963339,3,Excellent,2023-10-24
105412,9349812,6818152,5,Excellent,2023-10-24
105412,9349812,6818152,4,Good,2023-10-24
105450,1655819,5369277,5,Excellent,2023-10-24
105466,6287002,1859684,1,Nightmare,2023-10-24
105466,6287002,1859684,3,Good,2023-10-24
105479,8662399,1117466,4,Good,2023-10-24
105481,4793259,2128124,1,Nightmare,2023-10-24
105481,3473056,8974849,3,Fair,2023-10-24
105513,1343900,6767293,3,Bad,2023-10-24
105513,1343900,6767293,4,Good,2023-10-24
105515,3868950,4771386,2,Bad,2023-10-24
105515,3868950,4771386,3,Bad,2023-10-24
105521,4343276,9059872,4,Good,2023-10-24
105528,6905838,3590959,5,Excellent,2023-10-24
105541,2211352,3075626,1,Fair,2023-10-24
105541,2211352,3075626,5,Excellent,2023-10-24
105542,2962756,6780336,5,Excellent,2023-10-24
105558,2988946,5677367,3,Fair,2023-10-24
105611,3229967,8891903,4,Good,2023-10-24
105625,5142899,8425711,5,Excellent,2023-10-24
105633,3390514,3165607,2,Bad,2023-10-24
105633,3390514,3165607,5,Excellent,2023-10-24
105639,1373781,2764695,5,Excellent,2023-10-24
105648,5967107,5048606,5,Excellent,2023-10-24
105657,2930774,6120013,2,Bad,2023-10-24
105701,2157302,7842733,3,Fair,2023-10-24
105707,3745598,2682057,4,Good,2023-10-24
105719,1072922,5329111,2,Bad,2023-10-24
105733,7191210,6321865,4,Good,2023-10-24
105747,8615804,8073598,1,Nightmare,2023-10-24
105750,4448836,9389592,4,Good,2023-10-24
105765,8922743,2643360,5,Excellent,2023-10-24
105808,2041112,5625587,2,Bad,2023-10-24
105834,5694853,5792639,4,Nightmare,2023-10-24
105859,8606362,5137734,2,Good,2023-10-24
105861,3825797,2899275,5,Excellent,2023-10-24
105865,3089718,8106510,5,Excellent,2023-10-24
105938,2970214,2938794,2,Bad,2023-10-24
105938,9872484,9189235,2,Bad,2023-10-24
105946,2584601,6561058,3,Fair,2023-10-24
105952,5771087,2551591,3,Fair,2023-10-24
105958,7504594,6956196,5,Excellent,2023-10-24
105974,2048882,2793715,3,Fair,2023-10-24
106142,9084096,9234891,5,Excellent,2023-10-24
106173,4827285,5806854,1,Nightmare,2023-10-24
106182,3646864,5574875,3,Fair,2023-10-24
106203,9783086,8172510,2,Bad,2023-10-24
106203,9783086,8172510,1,Nightmare,2023-10-24
106217,5476241,8896755,3,Fair,2023-10-24
106217,5476241,8896755,3,Fair,2023-10-24
106236,8128771,9523971,4,Good,2023-10-24
106267,4025574,3321025,2,Nightmare,2023-10-24
106284,7615623,9585848,3,Good,2023-10-24
106284,7615623,9585848,3,Fair,2023-10-24
106284,7615623,9585848,1,Nightmare,2023-10-24
106285,3371070,3665817,1,Nightmare,2023-10-24
106312,6818889,5686234,1,Nightmare,2023-10-24
106322,7990338,6356674,4,Good,2023-10-24
106386,7677021,5624259,3,Fair,2023-10-24
106396,2645483,2648920,4,Good,2023-10-24
106436,8995054,6294992,2,Bad,2023-10-24
106447,8295975,9857845,4,Fair,2023-10-24
106447,8295975,9857845,3,Fair,2023-10-24
106459,4087673,5957215,3,Nightmare,2023-10-24
106459,4087673,5957215,3,Fair,2023-10-24
106475,4839407,8257987,2,Bad,2023-10-24
106524,1711529,3303941,4,Good,2023-10-24
106576,4557149,6018456,5,Excellent,2023-10-24
106619,4647866,6915155,5,Excellent,2023-10-24
106626,3490482,1470132,4,Good,2023-10-24
106636,9362397,8860084,4,Good,2023-10-24
106646,1054059,1752759,4,Good,2023-10-24
106660,5425676,7746527,5,Excellent,2023-10-24
106672,2518041,1160018,3,Fair,2023-10-24
106686,5124573,9659790,5,Excellent,2023-10-24
106686,5124573,9659790,1,Nightmare,2023-10-24
106703,2622545,7878369,3,Fair,2023-10-24
106706,8608227,7579011,3,Fair,2023-10-24
106715,6413776,3124049,2,Bad,2023-10-24
106742,1434257,2368412,2,Bad,2023-10-24
106750,8851628,8831214,5,Nightmare,2023-10-24
106752,4931869,5340256,3,Fair,2023-10-24
106759,6689158,1686669,5,Excellent,2023-10-24
106776,1845468,9908652,3,Fair,2023-10-24
106776,1845468,9908652,4,Good,2023-10-24
106797,4025574,1005336,1,Nightmare,2023-10-24
106875,6067341,8130967,4,Good,2023-10-24
106883,9184337,7892463,4,Good,2023-10-24
106892,6586527,2925416,4,Good,2023-10-24
106933,8589930,5048162,4,Good,2023-10-24
106987,6309846,7669018,1,Nightmare,2023-10-24
106989,8535650,3356676,5,Excellent,2023-10-24
106994,3882375,9020984,5,Excellent,2023-10-24
107001,5244137,8951479,5,Excellent,2023-10-25
107032,1686669,9694072,1,Nightmare,2023-10-25
107047,2955946,3636671,2,Nightmare,2023-10-25
107072,3663649,1165036,4,Good,2023-10-25
107090,2988946,2093281,3,Fair,2023-10-25
107110,3876767,7474782,2,Bad,2023-10-25
107131,9109710,2007260,5,Excellent,2023-10-25
107255,2336172,3769932,1,Nightmare,2023-10-25
107269,6274928,3061719,5,Excellent,2023-10-25
107269,6274928,3061719,4,Good,2023-10-25
107292,8763960,5723164,4,Fair,2023-10-25
107292,8763960,5723164,4,Good,2023-10-25
107296,5636321,6262899,4,Bad,2023-10-25
107296,5636321,6262899,2,Bad,2023-10-25
107305,4981453,5858226,1,Nightmare,2023-10-25
107365,9033850,1409647,1,Nightmare,2023-10-25
107435,2365211,4343499,1,Nightmare,2023-10-25
107515,5251960,8477594,4,Fair,2023-10-25
107515,5251960,8477594,1,Nightmare,2023-10-25
107521,1520801,4534237,3,Fair,2023-10-25
107584,3371070,4089403,4,Good,2023-10-25
107607,5783798,4614421,5,Excellent,2023-10-25
107627,5531860,3347920,3,Excellent,2023-10-25
107627,5531860,3347920,2,Bad,2023-10-25
107631,5684330,1342574,2,Bad,2023-10-25
107646,2174237,3165607,4,Good,2023-10-25
107660,1587925,4809224,1,Nightmare,2023-10-25
107660,1587925,4809224,5,Excellent,2023-10-25
107698,9548873,3512655,2,Bad,2023-10-25
107710,1122841,7037541,1,Fair,2023-10-25
107723,9186156,8336475,3,Fair,2023-10-25
107724,5427950,1227818,3,Fair,2023-10-25
107727,5694853,6094991,4,Good,2023-10-25
107739,8286598,3834764,2,Bad,2023-10-25
107745,1732435,1711529,5,Excellent,2023-10-25
107763,7355913,2343391,1,Nightmare,2023-10-25
107774,9585736,5023430,4,Good,2023-10-25
107787,4318140,4404509,1,Good,2023-10-25
107787,4318140,4404509,1,Nightmare,2023-10-25
107796,9523971,1323013,5,Excellent,2023-10-25
107800,3729833,5494922,4,Good,2023-10-25
107800,3729833,5494922,2,Bad,2023-10-25
107832,3180021,3920103,1,Nightmare,2023-10-25
107939,8406923,9979924,4,Good,2023-10-25
107961,5161346,6737411,4,Good,2023-10-25
107990,6036499,1848894,2,Fair,2023-10-25
107994,5419301,9202631,2,Bad,2023-10-25
107994,5419301,9202631,2,Bad,2023-10-25
107996,4948033,8317601,2,Bad,2023-10-25
107999,6396820,4306436,4,Good,2023-10-25
108007,3969122,9838358,4,Good,2023-10-25
108051,6980450,4399446,3,Fair,2023-10-25
108062,5163247,6841586,2,Bad,2023-10-25
108062,5163247,6841586,3,Excellent,2023-10-25
108105,8838691,3778393,5,Bad,2023-10-25
108105,8838691,3778393,4,Good,2023-10-25
108107,4519179,8044912,1,Nightmare,2023-10-25
108118,1482119,9997854,4,Good,2023-10-25
108137,6997367,8277621,5,Excellent,2023-10-25
108155,8629990,6279342,2,Bad,2023-10-25
108168,1926125,7934128,5,Excellent,2023-10-25
108196,3953424,4706621,5,Excellent,2023-10-25
108200,9162550,5683328,5,Fair,2023-10-25
108200,9162550,5683328,2,Bad,2023-10-25
108201,6021101,1980137,3,Fair,2023-10-25
108248,5381572,1678654,2,Bad,2023-10-25
108266,8050407,9619635,4,Good,2023-10-25
108354,3003409,6469062,1,Nightmare,2023-10-25
108417,8284288,1320512,2,Bad,2023-10-25
108425,6694857,8282610,5,Excellent,2023-10-25
108428,2096486,8801616,5,Excellent,2023-10-25
108463,4394835,2995382,2,Bad,2023-10-25
108481,7990956,8271546,2,Bad,2023-10-25
108529,5763612,9935546,4,Good,2023-10-25
108555,3454960,1516733,1,Nightmare,2023-10-25
108569,7090579,1436724,4,Good,2023-10-25
108573,2479162,5067898,5,Excellent,2023-10-25
108582,6682149,7948007,3,Fair,2023-10-25
108582,6682149,7948007,2,Bad,2023-10-25
108587,5269188,7242672,5,Excellent,2023-10-25
108689,5612019,8393653,5,Excellent,2023-10-25
108689,5612019,8393653,3,Good,2023-10-25
108735,8797536,1274200,3,Fair,2023-10-25
108810,3396340,2662558,2,Bad,2023-10-25
108822,7055648,2546119,4,Good,2023-10-25
108825,7003597,7018356,1,Nightmare,2023-10-25
108825,7003597,7018356,4,Bad,2023-10-25
108827,3289578,3409892,3,Fair,2023-10-25
108827,3289578,3409892,3,Fair,2023-10-25
108844,1470132,3659087,4,Good,2023-10-25
108873,2218759,9994834,1,Nightmare,2023-10-25
108874,1182087,9103648,5,Excellent,2023-10-25
108874,1207773,6258371,5,Excellent,2023-10-25
108892,5329111,7040846,2,Bad,2023-10-25
108947,2217823,9162550,2,Bad,2023-10-25
108984,2013734,1222968,5,Excellent,2023-10-25
108997,7055648,4478866,3,Fair,2023-10-25
109058,1883615,8836107,3,Fair,2023-10-25
109069,9753521,9759426,4,Good,2023-10-25
109072,7834985,2514173,3,Excellent,2023-10-25
109079,8727336,4940723,3,Fair,2023-10-25
109090,7382074,8600926,2,Bad,2023-10-25
109109,9536872,9635886,5,Excellent,2023-10-25
109192,8324458,9807534,2,Bad,2023-10-25
109227,4391072,3840333,3,Fair,2023-10-25
109264,9584716,9684952,2,Bad,2023-10-25
109302,6639252,3262403,4,Excellent,2023-10-25
109302,6639252,3262403,1,Nightmare,2023-10-25
109305,6833497,9884430,4,Good,2023-10-25
109336,8372126,7821584,1,Nightmare,2023-10-25
109354,5899741,1142687,1,Nightmare,2023-10-25
109366,4307447,1887080,1,Nightmare,2023-10-25
109383,2463556,7192526,5,Excellent,2023-10-25
109440,5556428,2013734,2,Bad,2023-10-25
109460,6067341,2740523,2,Bad,2023-10-25
109460,6067341,2740523,3,Fair,2023-10-26
109468,6588952,2428027,5,Excellent,2023-10-26
109474,9036772,8225114,1,Nightmare,2023-10-26
109485,7536393,9228389,1,Nightmare,2023-10-26
109488,7995036,3203413,5,Excellent,2023-10-26
109613,8119131,1678268,1,Nightmare,2023-10-26
109642,3867023,7620951,2,Bad,2023-10-26
109650,9796327,2591661,4,Good,2023-10-26
109653,8317091,7956480,1,Nightmare,2023-10-26
109689,5674829,5432638,3,Fair,2023-10-26
109689,5674829,5432638,4,Good,2023-10-26
109692,6952982,7551197,4,Good,2023-10-26
109692,6952982,7551197,3,Excellent,2023-10-26
109713,2020320,1392713,3,Fair,2023-10-26
109751,6495585,9022778,3,Fair,2023-10-26
109813,3438965,7075636,4,Good,2023-10-26
109830,9804466,5880443,2,Bad,2023-10-26
109843,7857735,2763741,2,Bad,2023-10-26
109908,3130061,9885141,2,Bad,2023-10-26
109908,3130061,9885141,3,Fair,2023-10-26
109962,6911241,3928340,4,Excellent,2023-10-26
110005,6692505,4006301,1,Nightmare,2023-10-26
110021,5298705,6846934,1,Nightmare,2023-10-26
110025,6903579,7191370,3,Fair,2023-10-26
110042,4047088,5579732,2,Bad,2023-10-26
110053,8507800,1430003,5,Excellent,2023-10-26
110056,7285339,6656176,4,Good,2023-10-26
110058,3504184,6201598,1,Nightmare,2023-10-26
110074,7502147,5883162,5,Excellent,2023-10-26
110090,7587427,2744373,3,Fair,2023-10-26
110090,7587427,2744373,3,Fair,2023-10-26
110195,1239684,3804049,5,Excellent,2023-10-26
110244,4804066,3980966,2,Nightmare,2023-10-26
110244,4804066,3980966,5,Excellent,2023-10-26
110277,6839546,8257987,4,Good,2023-10-26
110277,6839546,8257987,4,Good,2023-10-26
110354,6124046,5615945,5,Excellent,2023-10-26
110354,6124046,5615945,5,Bad,2023-10-26
110380,5959330,4903840,1,Nightmare,2023-10-26
110395,3800454,2890841,1,Nightmare,2023-10-26
110419,6452423,9632016,5,Excellent,2023-10-26
110422,7534529,8128223,5,Excellent,2023-10-26
110425,6173971,5220935,3,Fair,2023-10-26
110427,5581731,9466403,4,Good,2023-10-26
110433,8242074,7536393,1,Nightmare,2023-10-26
110440,4527338,7515147,1,Nightmare,2023-10-26
110451,3909704,3536231,3,Fair,2023-10-26
110461,6006752,7153652,2,Bad,2023-10-26
110466,4777885,4484713,3,Fair,2023-10-26
110511,2351028,9467876,4,Good,2023-10-26
110511,2351028,9467876,4,Good,2023-10-26
110527,4184558,9725606,3,Fair,2023-10-26
110543,1334743,9919486,4,Good,2023-10-26
110558,6273668,9902212,2,Bad,2023-10-26
110570,9107464,7461172,3,Fair,2023-10-26
110603,5473157,6156651,5,Excellent,2023-10-26
110610,7984143,6618379,5,Excellent,2023-10-26
110622,2639583,6492834,4,Good,2023-10-26
110622,2639583,6492834,5,Excellent,2023-10-26
110640,2506058,4581374,2,Bad,2023-10-26
110685,5240924,1711529,3,Fair,2023-10-26
110702,8102392,3246565,3,Fair,2023-10-26
110703,3122237,1597862,3,Fair,2023-10-26
110749,2643205,6666392,5,Excellent,2023-10-26
110785,7812551,6580852,2,Bad,2023-10-26
110811,5694853,3800278,3,Fair,2023-10-26
110815,1588876,3067521,2,Bad,2023-10-26
110858,9106650,6774434,4,Fair,2023-10-26
110868,7213513,5558762,4,Fair,2023-10-26
110868,7213513,5558762,4,Good,2023-10-26
110905,4416525,4199483,4,Good,2023-10-26
110947,7897060,3171716,1,Nightmare,2023-10-26
110947,7897060,3171716,4,Good,2023-10-26
110995,2724367,2341705,3,Fair,2023-10-26
111005,2264887,2907520,3,Fair,2023-10-26
111008,5124573,6005382,5,Excellent,2023-10-26
111008,5124573,6005382,2,Bad,2023-10-26
111063,7290519,1637837,4,Good,2023-10-26
111100,9882762,8398366,5,Excellent,2023-10-26
111100,9882762,8398366,5,Excellent,2023-10-26
111112,2082756,1910339,1,Nightmare,2023-10-26
111117,9059872,9564086,4,Good,2023-10-26
111117,9059872,9564086,3,Fair,2023-10-26
111117,9059872,9564086,1,Nightmare,2023-10-26
111166,3247170,3581244,3,Fair,2023-10-26
111178,9395055,5828399,1,Nightmare,2023-10-26
111191,7803332,3015448,1,Nightmare,2023-10-26
111197,5250671,7190899,1,Nightmare,2023-10-26
111236,1263516,4608351,2,Bad,2023-10-26
111237,6334557,6274928,5,Excellent,2023-10-26
111237,6334557,6274928,3,Fair,2023-10-26
111239,9908606,3756358,2,Bad,2023-10-26
111298,4375042,4420222,1,Nightmare,2023-10-26
111298,4375042,4420222,3,Excellent,2023-10-26
111304,5878855,5469668,4,Good,2023-10-26
111330,4808607,5486944,1,Nightmare,2023-10-26
111331,6389597,3619180,2,Bad,2023-10-26
111333,4004816,3483702,4,Good,2023-10-26
111342,7443091,3098913,5,Bad,2023-10-26
111342,7443091,3098913,4,Good,2023-10-26
111347,6385012,8905413,4,Good,2023-10-26
111351,4187036,3742869,1,Nightmare,2023-10-26
111384,2909368,1601834,5,Excellent,2023-10-26
111395,3918021,9112022,4,Nightmare,2023-10-26
111402,7668193,4431468,5,Excellent,2023-10-26
111415,9775017,3265094,3,Fair,2023-10-26
111460,4808607,8526233,5,Excellent,2023-10-26
111463,9232124,8468979,4,Good,2023-10-26
111486,4636929,8448474,2,Bad,2023-10-26
