productID,categoryID,title,condition,payment,price,location,country,created_at
100015,1,2015 Yale GLC070VXN 7000lbs Used Forklift w/Triple Mast LP Gas 4 Way Hosing,4,PersonalCheck,8950,"Cleveland,OH,USA",US,2023-10-24
100017,1,2014 Yale  3000 Lb Solid Pneumatic Forklift with Truckers mast,1,MOCC,6399,"Chagrin Falls,OH,USA",US,2023-10-24
100018,1,"Toyota Forklift 7FGCU25, 5000#, LPG, Three Stage Mast",3,MOCC,7300,"Hagerstown,MD,USA",US,2023-10-25
100019,1,2013 MITSUBISHI - CATERPILLAR  FG30N 6000LB CAPACITY PNEUMATIC FORKLIFT HI LO,2,MOCC,16450,"Joliet,IL,USA",US,2023-10-25
100020,1,2016 Cat 6000 Lb Electric Forklift With Side Shift and Triple Mast,4,CashOnPickup,8999,"Cleveland,OH,USA",US,2023-10-25
100021,1,2011 Hyster 5000 Lb Forklift With Side Shift and Triple mast,4,CashOnPickup,6499,"Chagrin Falls,OH,USA",US,2023-10-25
100022,1,"Forklift 10,000lbs Triple Mast 400 Hours Sideshift PERKINS DIESEL TAILIFT AMAZIN",3,PayPal,17500,"Farmingdale,NY,USA",US,2023-10-25
100023,1,Cat V180B Forklift 1992,3,PayPal,10000,"Foster,RI,USA",US,2023-10-25
100024,1,"2008 YALE GLC080VX FORKLIFT ENCLOSED CAB 8000LB LIFT, 185"" REACH  CHEAP SHIPPING",5,MOCC,9900,"Chambersburg,PA,USA",US,2023-10-26
100025,1,CAT V35D 4000 LB CUSHION TIRE FORKLIFT LIFTTRUCK,5,MOCC,6995,"Waukesha,WI,USA",US,2023-10-26
100026,1,2010 Komatsu FB20SHU-6 Electric Forklift,2,PayPal,8500,"Okeana,OH,USA",US,2023-10-26
100027,1,"NICE! 2008 TOYOTA 4000 LB LPG FORKLIFT 4,000 LB 8FGCU20 SIDE SHIFT",3,PayPal,9250,"Dayton,OH,USA",US,2023-10-26
100028,1,YALE FORKLIFT DIESEL,2,MOCC,5500,"South Ozone Park,NY,USA",US,2023-10-26
100029,1,Yale Model GLP050TF (1996) 5000 lbs Capacity Great Pneumatic Tire Forklift!!!!!!,4,PayPal,7400,"Elgin,IL,USA",US,2023-10-26
100030,1,CLARK FORKLIFT,2,MOCC,6500,"South Ozone Park,NY,USA",US,2023-10-27
100031,1,"1994 HYSTER S80XL-BCS CUSHION TIRE FORKLIFT, LPG - USED",3,PayPal,8500,"Long Beach,CA,USA",US,2023-10-27
100032,1,NICE! 2010 TOYOTA 3000 LB LPG PNEUMATIC FORKLIFT SIDE SHIFT 8FGU15 AIR TIRES,3,VisaMC,9500,"Dayton,OH,USA",US,2023-10-27
100033,1,"2001 HYSTER E100XL3S 10,000LB CAPACITY CUSHION TIRE FORKLIFT",2,MOCC,9500,"Waukesha,WI,USA",US,2023-10-27
100034,1,YALE FORKLIFT DIESEL,4,MOCC,8500,"South Ozone Park,NY,USA",US,2023-10-27
100036,1,"15) Refurbished 2016 Toyota 8FBCU25 3 Stage Electric Forklifts, ONLY 3500 Hours!",2,MOCC,12950,"Montebello,CA,USA",US,2023-10-28
100037,1,CLARK GPX25E 5000LB DUAL TIRE PNEUMATIC FORKLIFT LIFTTRUCK,2,MOCC,10900,"Waukesha,WI,USA",US,2023-10-28
100038,1,2009 Crown SP3505-30 Used Order Picker Forklift w/Low Hours Triple Mast 24 Volts,1,PersonalCheck,6950,"Cleveland,OH,USA",US,2023-10-28
100039,1,2006 JLG Lull 944E-42 Telehandler Off Road Forklift,5,PayPal,31500,USA,US,2023-10-28
100040,1,"11) 2017 Toyota 8FBE18U Electric 3 Wheel Forklifts, SSFP, ONLY 3600-5400 Hours!",4,MOCC,12950,"Montebello,CA,USA",US,2023-10-28
100041,1,2015 Mitsubishi FGC25N 5000lbs Used Forklift w/Triple Mast Sideshift 4184 Hours,2,PersonalCheck,10550,"Cleveland,OH,USA",US,2023-10-28
100042,,Case W4 Rough Terrain Forklift NICE! RARE! Wheel Loader Mitsubishi Diesel W-4,3,MOCC,7895,"Carbondale,PA,USA",US,2023-10-29
100043,1,2013 Toyota 8FGC35U-BCS 8000lbs Used Forklift w/Triple Mast 4507 Hours Sideshift,2,PersonalCheck,14950,"Cleveland,OH,USA",US,2023-10-29
100044,1,Dossan G30p-5 Pneumatic Forklift 5500lb,3,PayPal,13500,"Hialeah,FL,USA",US,2023-10-29
100044,1,Nice Nissan MP1F2A25DV 5000 LB Gas & Propane Forklift,2,MOCC,6500,"North Wilkesboro,NC,USA",US,2023-10-29
100046,1,"2012 Hyster S135FT 13,500lbs Used Forklift w/Triple Mast Sideshift LP Gas",1,PersonalCheck,17950,"Cleveland,OH,USA",US,2023-10-29
100047,1,"30) Refurbished 2016 Toyota 8FGCU25-30 LPG Forklifts, 3 Stage, 5k-6kLB Capacity",5,MOCC,14950,"Montebello,CA,USA",US,2023-10-29
100048,1,2007 Manitou MSI50H 10000Lb Rough Terrain Diesel Forklift w/ Cab Only 2500Hrs,5,MOCC,8500,"Littlestown,PA,USA",US,2023-10-30
100049,1,NISSAN BF03A35V 8000LB PNEUMATIC TIRE FORKLIFT LIFTTRUCK,4,MOCC,12900,"Waukesha,WI,USA",US,2023-10-30
100050,,TOYOTA FORKLIFT,3,MOCC,6495,"South Ozone Park,NY,USA",US,2023-10-30
100051,,"Forklift Reach Truck Raymond Electric 4,500 Lbs Capacity",3,PayPal,8995,"Rumford,RI,USA",US,2023-10-30
100052,1,"Case 586E Rough Terrain Diesel Forklift 6,000 LBS Cummins Diesel",1,PayPal,12500,"Pollok,TX,USA",US,2023-10-30
100053,1,2009 CAT/MITSUBISHI 5000LB CUSHION TIRE TRACTION DRIVE FORKLIFT LIFTTRUCK,4,MOCC,10900,"Waukesha,WI,USA",US,2023-10-30
100054,1,"Caterpillar 8,000LB V80E Perkins Gasoline 3-Stage Forklift, Two Speed, Sideshift",3,CashOnPickup,6998,"Grand Rapids,MI,USA",US,2023-10-31
100055,1,2016 TOYOTA 8FGU25 PNEUMATIC TIRE FORKLIFT WITH A FULL CAB,2,MOCC,24900,"Waukesha,WI,USA",US,2023-10-31
100056,1,2018 Toyota  3500 Lb Solid Pneumatic Forklift with Side Shift and Triple Mast,3,MOCC,12400,"Chagrin Falls,OH,USA",US,2023-10-31
100057,1,"2003 DAEWOO G20E-3, SOLID TIRE FORKLIFT- USED, GOOD RUNNING",4,PayPal,6950,"Long Beach,CA,USA",US,2023-10-31
100058,1,2016 Crown 3500 Lb Electric Forklift 3 Wheel With Side Shift Triple Mast,4,CashOnPickup,10999,"Chagrin Falls,OH,USA",US,2023-10-31
100059,1,2016 Cat 5000 Lb Forklift with Side Shift and Triple Mast Model 2C5000,5,MOCC,10999,"Chagrin Falls,OH,USA",US,2023-10-31
100060,1,"2007 JCB 520-50 Telehandler Forklift, ROPS, 4x4, Perkins Diesel, 2132 Hours",5,MOCC,23500,"Myerstown,PA,USA",US,2023-11-01
100061,1,"Caterpillar AH52 52,000 Lb. Rigger Forklift",4,unspecified,45000,"Stone Mountain,GA,USA",US,2023-11-01
100062,1,2004 Hyster forklift H35XM Pneumatic air Tires outdoor fork Lift Truck 3500,5,PayPal,6900,"Arthur,IL,USA",US,2023-11-01
100063,1,2006 TOYOTA 7FGCU25 QUAD MAST 5000LB CUSHION TIRE FORKLIFT LIFTTRUCK,2,MOCC,10900,"Waukesha,WI,USA",US,2023-11-01
100064,1,2008 CROWN 3500LB CAPACITY STAND UP REACH ELECTRIC FORKLIFT 2879 HOURS ONLY!,2,MOCC,10900,"Waukesha,WI,USA",US,2023-11-01
100065,1,"2006 JCB 520-50 Telehandler Forklift, ROPS, 4x4, Perkins Diesel",4,MOCC,24500,"Myerstown,PA,USA",US,2023-11-01
100066,1,HYSTER S150A 15000LB CUSHION TIRE FORKLIFT LIFTTRUCK,5,MOCC,14900,"Waukesha,WI,USA",US,2023-11-02
100067,1,2014 Yale 3000 Lb Electric Forklift With Triple Mast and Side Shift,2,MOCC,7499,"Chagrin Falls,OH,USA",US,2023-11-02
100068,1,"9) Refurbished 2016 Crown Electric 3 Wheel Forklifts, 3 Stage, *650-1500 Hours!*",4,MOCC,13950,"Montebello,CA,USA",US,2023-11-02
100069,1,"Toyota 8FGCU30 6,000LBS Lift Capacity Traction Tire Forklift Triple Side Shift",5,PayPal,15500,"Salt Lake City,UT,USA",US,2023-11-02
100070,1,"Yale 8000 Pound Capacity Forklift, Model ECR080",1,Discover,5999,"Turlock,CA,USA",US,2023-11-02
100071,1,"Windham 10,000 lbs. capacity Forklift diesel powered side shift fork postioners",2,MOCC,13700,"Great Falls,MT,USA",US,2023-11-02
100072,1,Cat C6000 Forklift,2,MOCC,8000,"Mukwonago,WI,USA",US,2023-11-03
100073,1,2007 LINDE H25D PNEUMATIC TIRE DIESEL HYDROSTATIC FORKLIFT,2,MOCC,13900,"Waukesha,WI,USA",US,2023-11-03
100074,1,"YALE ERC-100 10,000LB ELECTRIC FORKLIFT",1,MOCC,11900,"Waukesha,WI,USA",US,2023-11-03
100075,1,2016 TOYOTA 8FGCU25 CUSHION TIRE FORKLIFT WITH ONLY 4998 HOURS,4,MOCC,14900,"Waukesha,WI,USA",US,2023-11-03
100076,1,2013 MITSUBISHI CATERPILLAR FD40N1 8000LB CAPACITY DIESEL PNEUMATIC FORKLIFT,5,MOCC,28950,"Joliet,IL,USA",US,2023-11-03
100077,1,2014 Toyota 8fgcu25 Forklift fork lift With Side Shift and Four Stage Mast,3,PayPal,14299.99,"Sarasota,FL,USA",US,2023-11-03
100078,1,"NICE! 2014 TOYOTA 6000 LB LPG FORKLIFT 6,000 LB 8FGCU30 SIDE SHIFTER",2,MOCC,14950,"Dayton,OH,USA",US,2023-11-04
100079,1,2013 Toyota 8FGCU45 10000lbs Used Forklift w/Triple Mast Sideshift & 2761 Hours,5,PersonalCheck,17950,"Cleveland,OH,USA",US,2023-11-04
100080,1,Hyster J30XNT (2014) 3000 lbs Capacity Great 3 wheel Electric Forklift!!!!!!!!!!,1,MOCC,8900,"Elgin,IL,USA",US,2023-11-04
100081,1,"2015 CATERPILLAR 5000 LB LPG FORKLIFT 5,000 CAT 2C5000 4 WAY CLAMP READY CAT",1,MOCC,10950,"Dayton,OH,USA",US,2023-11-04
100082,1,2003 Moffett M5000 Forklift 3-Wheel Truck Mounted Piggyback 5000lb Kubota V2203,2,MOCC,14999.99,"Apollo,PA,USA",US,2023-11-04
100083,1,"2008-2011 Toyota Model 8FGCU20,4,000#, 4000# Cushion Tired Forklift, 118"" Lift",1,MOCC,5485,"Miamisburg,OH,USA",US,2023-11-04
100084,1,2015 CATERPILLAR FG25N 5000LB PNEUMATIC TIRE FORKLIFT LIFTTRUCK,5,MOCC,18500,"Waukesha,WI,USA",US,2023-11-05
100086,1,Princeton PB50 Truck Mounted Piggyback Forklift Truck Mounted Moffett Sellick,1,PayPal,15000,"Smiths Station,AL,USA",US,2023-11-05
100087,1,SKYTRACK 6036 TELESCOPIC FORKLIFT,5,CashOnPickup,19500,"Lapeer,MI,USA",US,2023-11-05
100088,2,Asphalt Crack Heat Lance - 5.5 HP - Honda GX Series Engine - Industrial Grade,3,PayPal,5995.4,USA,US,2023-11-05
100089,2,225 Gallon Asphalt Sprayer - Hand Agitation - Accessories - 5.5 Hp Engine,2,PayPal,10591.4,USA,US,2023-11-05
100090,2,Asphalt Crack Melter Applicator Machine,5,PayPal,40000,"Wetmore,MI,USA",US,2023-11-06
100091,,2018 Leeboy 1000G ASPHALT PAVER,5,MOCC,83000,"Milmay,NJ,USA",US,2023-11-06
100092,2,Asphalt Zipper,3,CashOnPickup,11800,"Fairview,MT,USA",US,2023-11-06
100093,4,Hot Oil/ Asphalt / Paver Tank,5,PayPal,12500,"Fort Worth,TX,USA",US,2023-11-06
100094,2,6000 Gal Bulk Asphalt Seal coating Tank,3,CashOnPickup,14000,"Rochester,NY,USA",US,2023-11-06
100095,2,Asphalt Pick-Up Machine,5,CashOnPickup,8500,"Fairview,MT,USA",US,2023-11-06
100096,2,Bomag Duel Drum Articulated Vibrating Asphalt Roller - Deutz Diesel - in NJ,3,CashOnPickup,9999,"Metuchen,NJ,USA",US,2023-11-07
100097,4,Hot Mix/Asphalt/Black Top Storage Silo,4,PayPal,18000,"Hildale,UT,USA",US,2023-11-07
100098,4,Carlson 2016 CP100 Commercial Asphalt Paver,2,PayPal,19100,"Sarasota,FL,USA",US,2023-11-07
100099,2,Pac 3100 Diesel Ride-On Asphalt Roller WP3100D Kubota D722-E Diesel low hours,4,CashOnPickup,12500,"Milton Freewater,OR,USA",US,2023-11-07
100100,5,DynaPac CC 1000,5,MOCC,12500,"Hannibal,MO,USA",US,2023-11-07
100101,4,2004 Dynapac CP142 Pneumatic Compactor Asphalt Finisher Ready to Work,5,CashOnPickup,21000,"Miami,FL,USA",US,2023-11-07
100102,6,2002 John Deere 310G Loader Backhoe With Extendahoe 2211 Hours,2,MOCC,31000,"Sodus,NY,USA",US,2023-11-08
100103,6,2013 John Deere 310K 4WD Backhoe Wheel Loader Enclosed Cab E-Stick bidadoo,4,PaymentSeeDescription,15001,"Odessa,TX,USA",US,2023-11-08
100104,6,2013 John Deere 310K EP 4x4 Backhoe Wheel Loader Tractor E-Stick 4WD bidadoo,3,PaymentSeeDescription,15001,"Yucaipa,CA,USA",US,2023-11-08
100105,6,2016 Kubota B26 Backhoe/Loader,2,MOCC,21900,"Bordentown,NJ,USA",US,2023-11-08
100106,6,JCB 215 4WD Backhoe Wheel Loader Tractor E-Stick Perkins Diesel bidadoo,3,PaymentSeeDescription,10400,"Hanford,CA,USA",US,2023-11-08
100107,6,2007 Case 590 Super M Series II 4WD Backhoe Loader Cab A/C E-Stick 4in1 bidadoo,2,PaymentSeeDescription,12101,"Kent,WA,USA",US,2023-11-08
100108,6,"Caterpillar 420D IT Tractor Loader Backhoe, Cab, 4x4, Extendahoe",2,MOCC,34500,"Myerstown,PA,USA",US,2023-11-09
100109,6,"Case 580 Super M Series 3 Tractor Loader Backhoe, Cab, 4x4, Extendahoe",4,MOCC,34900,"Myerstown,PA,USA",US,2023-11-09
100110,6,"2010 Case 580N Backhoe Wheel Loader Tractor Diesel 82"" Bucket bidadoo",1,PaymentSeeDescription,26500,"Fort Worth,TX,USA",US,2023-11-09
100111,6,2013 KUBOTA B26 4X4 TRACTOR BACKHOE LOADER,1,PayPal,19995,"Pearisburg,VA,USA",US,2023-11-09
100112,6,Kubota L39 Tractor Loader Backhoe. Clean with only 350hrs. Has 3 point and L PTO,2,PersonalCheck,31950,"Webster,FL,USA",US,2023-11-09
100113,6,2006 Komatsu WB140 4x4 Tractor Loader Backhoe w/ Cab Ext-A-Hoe Only 1100 Hours!!,5,MOCC,25900,"Littlestown,PA,USA",US,2023-11-09
100114,6,"2005 Bobcat B300 Loader/Backhoe, 4WD, 4 Wheel Steer, Kubota DIesel 1,264 Hours",5,MOCC,22900,"Versailles,OH,USA",US,2023-11-10
100115,6,2006 John Deere 110 4x4 Hydro Compact Tractor Loader Backhoe CHEAP!!!,3,MOCC,21900,"Littlestown,PA,USA",US,2023-11-10
100116,6,"Used 1999 CASE 580SL II Backhoe Loader, Extendahoe, Enclosed Cab, EXTRA BUCKETS",1,MOCC,27900,"Greensburg,IN,USA",US,2023-11-10
100117,6,"2004 John Deere 410G with Side Dump, E-stick, and multiple attachments.",1,MOCC,35000,"Beaver,WV,USA",US,2023-11-10
100118,6,2012 Case 580 Super N 4WD Backhoe Loader A/C Cab 4x4 E-Stick 580SN bidadoo,5,PaymentSeeDescription,37900,"Levittown,PA,USA",US,2023-11-10
100119,6,2016 Kubota B26 4x4 Hydro Compact Tractor Loader Backhoe Clean Only 900Hrs!!,3,MOCC,23500,"Littlestown,PA,USA",US,2023-11-10
100120,6,2012 Cat Caterpillar 420EIT 4x4 loader backhoe Enclosed cab heat A/C,1,MOCC,38500,"Weare,NH,USA",US,2023-11-11
100121,6,2006 Kubota L39 4x4 Tractor Loader Backhoe Only 3000 Hours CHEAP!!,5,MOCC,21900,"Littlestown,PA,USA",US,2023-11-11
100122,6,2017 Kubota L47 4x4 Hydro Compact Tractor Loader Backhoe Only 1400Hrs!!!,2,MOCC,32900,"Littlestown,PA,USA",US,2023-11-11
100123,6,2012 Case 580N Backhoe 4WD Wheel Loader Tractor 4x4 Diesel Cab Aux Hyd bidadoo,3,PaymentSeeDescription,37900,"Sacramento,CA,USA",US,2023-11-11
100124,6,2014 Terex TLB840R 4x4 Open Tractor Loader Backhoe w/ Pilot Controls!!,3,MOCC,16500,"Littlestown,PA,USA",US,2023-11-11
100125,6,2013 JCB 3CX 4x4 Tractor Loader Backhoe Cab Extend-A-Hoe One Owner Only 200Hrs!!,5,MOCC,38900,"Littlestown,PA,USA",US,2023-11-11
100126,6,2012 John Deere 310K EP 4WD Backhoe Wheel Loader Tractor E-Stick Aux Hyd bidadoo,4,PaymentSeeDescription,35000,"San Francisco,CA,USA",US,2023-11-12
100127,6,2015 Kubota L45 TLB 4WD Utility Tractor Wheel Loader Backhoe PTO 4x4,5,MOCC,31000,"Middletown,DE,USA",US,2023-11-12
100128,6,2018 John Deere Tractor 3025E 4WD,5,PayPal,21000,"Carriere,MS,USA",US,2023-11-12
100129,6,2014 John Deere 27D Excavator,2,MOCC,26900,"Bordentown,NJ,USA",US,2023-11-12
100130,6,"2012 John Deere 310SJ 4x4 Backhoe Extend-A-Hoe, Diesel 4,500 Hours, BEST OFFER!!",4,PayPal,44500,"Pine Bush,NY,USA",US,2023-11-12
100131,6,"Backhoe LS tractor XJ2025H,",3,MOCC,22750,"Nyack,NY,USA",US,2023-11-12
100132,6,Cat 420D IT Backhoe Loader 4WD,5,PayPal,42000,"Chico,CA,USA",US,2023-11-13
100133,6,2006 Case 580 Super M Series II Backhoe Wheel Loader 3 Way Bucket Cab bidadoo,5,PaymentSeeDescription,37900,"Spartanburg,SC,USA",US,2023-11-13
100134,6,Case 580 Super N Backhoe,5,PayPal,96000,"New Plymouth,ID,USA",US,2023-11-13
100135,6,John Deere 310G backhoe-loader tractor 4 x 4 1908 hrs,1,MOCC,28500,"Fort Myers,FL,USA",US,2023-11-13
100136,6,CAT 446B Backhoe,3,CashOnPickup,24500,"Clear Lake,MN,USA",US,2023-11-13
100137,6,2001 John Deere 310 SG Backhoe Loader,2,MOCC,23500,"Philadelphia,PA,USA",US,2023-11-13
100138,6,1998 Ford New Holland 575E Backhoe,4,MOCC,27500,"Bordentown,NJ,USA",US,2023-11-14
100139,6,2016 CATERPILLAR 416F2 4X4 BACKHOE LOADER - WATCH VIDEO - ONLY 2554 HOURS!!,2,PaymentSeeDescription,41900,"Nauvoo,AL,USA",US,2023-11-14
100140,6,2002 John Deere 310SG 4WD Backhoe Wheel Loader Tractor E-Stick Diesel,4,MOCC,27500,"Lapeer,MI,USA",US,2023-11-14
100141,6,"2007 JOHN DEERE 110 HST OPEN ROPS BACKHOE LOADER, 4X4 HST!",3,MOCC,24900,"Trinidad,TX,USA",US,2023-11-14
100142,6,2012 John Deere 410K Backhoe Loaders,1,PayPal,65000,"North Brunswick,NJ,USA",US,2023-11-14
100143,6,Backhoe LS XR4140HC,1,MOCC,36500,"Nyack,NY,USA",US,2023-11-14
100144,6,"Farmer Helper Tractor Backhoe, 8'Dig 3-Pt Self Contained, PTO Cat.I 30Hp+",3,unspecified,5832,"Creswell,OR,USA",US,2023-11-15
100145,6,"John Deere 310L EP Tractor Loader Backhoe, Cab, 4x4, Extendahoe",2,MOCC,48500,"Myerstown,PA,USA",US,2023-11-15
100146,6,john deere 410J backhoe,2,PayPal,36500,"Louisville,KY,USA",US,2023-11-15
100147,6,John Deere 5065M Tractor with Loader Forks Snowplow Backhoe - MUST SEE,5,PayPal,45000,"Lakeville,PA,USA",US,2023-11-15
100148,6,2016 John Deere 710L Backhoe,4,PayPal,35900,"Hudson,MI,USA",US,2023-11-15
100149,6,2012 Case 580N Backhoe Loader MINT!!! 2500 HRS 4WD EXTENDAHOE A/C 580 SUPER N,3,MOCC,49295,"Carbondale,PA,USA",US,2023-11-15
100150,6,2012 Caterpillar 416EST 4x4 Loader Backhoe with Buckets & Hoe Pack,3,MOCC,45000,"Vancouver,WA,USA",US,2023-11-16
100151,6,2007 Ingersoll Rand BL370D 4x4 Hydro Compact Tractor Loader Backhoe Only 1000Hrs,1,MOCC,21900,"Littlestown,PA,USA",US,2023-11-16
100152,6,1999 KOMATSU WB 140-2 4X4 BACKHOE LOADER,1,PayPal,28995,"Pearisburg,VA,USA",US,2023-11-16
100153,7,John Deere 323e Compact Loader Skidsteer Bobcat,3,PayPal,29500,"Mount Airy,NC,USA",US,2023-11-16
100154,6,John Deere 310D Loader Backhoe.,2,MOCC,19900,"Prompton,PA,USA",US,2023-11-16
100155,6,2011 Case 580N Backhoe Loader MINT!! 1540 HRS!! 4WD EXTENDAHOE A/C 580 SUPER N,1,MOCC,52295,"Carbondale,PA,USA",US,2023-11-16
100156,6,2017 CATERPILLAR 416F ST BACKHOE 4-WHEEL DRIVE LOADER CAT 416,2,PersonalCheck,48900,"West Chicago,IL,USA",US,2023-11-17
100157,6,2012 John Deere 410K backhoe,3,PayPal,65000,"North Brunswick,NJ,USA",US,2023-11-17
100157,6,CAT 420E LOADER BACKHOE WITH OPEN ROPS WITH 4X4!,5,MOCC,35500,"Trinidad,TX,USA",US,2023-11-17
100159,6,2002 Komatsu Backhoe w/ 4 Wheel Drive,5,MOCC,19500,"Hornell,NY,USA",US,2023-11-17
100160,6,tractor loader backhoe,3,PayPal,18500,"Millbrook,AL,USA",US,2023-11-17
100161,6,"2013 Case 580 Super N Backhoe, Eninge: IVECO, Traction: 4x4",1,MOCC,46500,"Anthony,TX,USA",US,2023-11-17
100162,6,2000 John Deere 310E 4x4 ext a hoe,2,PayPal,23500,"Bath,NY,USA",US,2023-11-18
100163,6,2016 CATERPILLAR 430 CAB HEAT AIR BACKHOE 4-WHEEL DRIVE LOADER CAT 430,3,PersonalCheck,80900,"West Chicago,IL,USA",US,2023-11-18
100164,6,John Deere 110 TLB,2,PayPal,28500,"Peoria,IL,USA",US,2023-11-18
100165,6,2014 JOHN DEERE 210KEP 4X4 SKIP LOADER - WATCH VIDEO - ONLY 3816 HOURS!!,1,PaymentSeeDescription,35900,"Nauvoo,AL,USA",US,2023-11-18
100166,6,"CAT 420E LOADER BACKHOE WITH OPEN ROPS, 4X4, FLOAT, PILOT CONTROLS!",1,MOCC,32500,"Trinidad,TX,USA",US,2023-11-18
100167,6,4 WD (4Wheel Drive) Case 590 turbo Extendahoe Construction King Backhoe.,5,MOCC,18000,"Snohomish,WA,USA",US,2023-11-18
100168,6,2012 Case 580 Superb Wide Track Backhoe,3,PayPal,50000,"Apache Junction,AZ,USA",US,2023-11-19
100169,6,1998 Caterpillar 446 Enclosed Cab Backhoe,5,PayPal,25000,"Opa-Locka,FL,USA",US,2023-11-19
100170,6,"760B TEREX BACKHOE, T-REX 760B, 760B T-REX",5,MOCC,22900,"Lufkin,TX,USA",US,2023-11-19
100171,6,"Case 380 B Series Tractor Loader, 2x4, hydraulic Gannon 2995hrs 1990 Ship OK",1,PayPal,9000,"El Dorado,CA,USA",US,2023-11-19
100171,6,"2016 JCB 3CX - 4WD BACKHOE - ONLY 2,645 HOURS - 74 HP TIER IV TURBO DIESEL",5,MOCC,37500,"Dania,FL,USA",US,2023-11-19
100173,6,2013 Case 580N 4x4 Loader Backhoe,2,PayPal,29900,"Mission,TX,USA",US,2023-11-19
100174,6,2011 Case 580 Super N Backhoe-4345 HRS!! 4WD EXTENDAHOE HEAT/A/C 580 SUPER N,3,PayPal,49500,"Muncie,IN,USA",US,2023-11-20
100175,6,2011 Case 580N Backhoe Loader MINT!!! 1200 HRS!!! 4WD EXTENDAHOE A/C 580 SUPER N,3,MOCC,53295,"Carbondale,PA,USA",US,2023-11-20
100176,6,Tractor Backhoe LS Tractor MT125,4,MOCC,17250,"Nyack,NY,USA",US,2023-11-20
100177,6,2002 Case 580M Turbo Backhoe Wheel Loader 4WD?,1,PayPal,26000,"Mission,TX,USA",US,2023-11-20
100178,6,2012 John Deere 310K 4x4 Backhoe Loader,3,MOCC,38800,"San Francisco,CA,USA",US,2023-11-20
100179,6,2011 Case 580N Backhoe Loader MINT!!! 1100 HRS 4WD EXTENDAHOE A/C 580 SUPER N,3,MOCC,52300,"Carbondale,PA,USA",US,2023-11-20
100180,6,2015 Volvo BL70B 4x4 Backhoe Loader - Extendable Stick - Auxiliary Hydraulics,5,MOCC,35500,"West Palm Beach,FL,USA",US,2023-11-21
100181,6,"2007 Case 570MXT Backhoe, Hours: 1,452",2,PayPal,35000,"Anthony,TX,USA",US,2023-11-21
100182,6,2015 John Deere 410L  4X4 Backhoe,3,MOCC,54000,"Colorado Springs,CO,USA",US,2023-11-21
100183,6,John Deere 310LEP Backhoe - AIS Certified Reconditioned - 351 Hours,2,MOCC,89999,"Lansing,MI,USA",US,2023-11-21
100184,6,2012 Caterpillar 420E BackHoe,4,MOCC,58500,"Trenton,NJ,USA",US,2023-11-21
